format_name_text,version_text,format_text,last_updated_date,provenance_text,puid
WordPerfect for Windows Document,5.2,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/203
Microsoft Word for Windows Macro,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/204
WordStar for MS-DOS Document,5.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/205
WordStar for Windows Document,1.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/206
X-Windows Pixmap Image,X10,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,x-fmt/208
SDSC Image Tool X Window Dump Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/209
XYWrite Document,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/210
XYWrite Document,III,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/211
Quicken Data File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/213
GEM Metafile Format,1.00,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-07-19 00:00:00.000,NULL,x-fmt/215
Microsoft Powerpoint Packaged Presentation,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/216
Adobe ACD,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/217
Internet Archive,1.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,x-fmt/219
Applixware Spreadsheet,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/220
MapBrowser/MapWriter Vector Map Data,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/221
CD Audio,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-09 12:08:56.000,NULL,x-fmt/222
Autodesk Animator CEL File Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/223
Cascading Style Sheet,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/224
ESRI MapInfo Data File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2019-02-18 00:00:00.000,NULL,x-fmt/225
Applixware Bitmap,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/228
Intergraph Raster Image,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/229
MIDI Audio,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/230
ESRI MapInfo Export File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/231
Microsoft Project Export File,1.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/232
WordStar for MS-DOS Document,5.5,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/236
WordStar for MS-DOS Document,6.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/237
Microsoft Access Database,95,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/238
Microsoft Access Database,97,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/239
Microsoft Access Database,2000,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/240
Microsoft Access Database,2002,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/241
Microsoft FoxPro Database,2.6,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/242
Microsoft Project,4.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-04-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,x-fmt/243
Microsoft Project,95,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/244
Microsoft Project,98,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-04-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,x-fmt/245
Microsoft Project,2000-2003,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-04-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,x-fmt/247
Microsoft Outlook Personal Folders (ANSI),1997-2002,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-10-22 00:00:00.000,Digital preservation research.,x-fmt/248
Microsoft Outlook Personal Folders (Unicode),2003-2007,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-10-22 00:00:00.000,Digital preservation research.,x-fmt/249
Microsoft Publisher,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-04-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,x-fmt/252
Microsoft Publisher,95,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-04-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,x-fmt/253
Microsoft Publisher,97,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/254
Microsoft Publisher,98,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/255
Microsoft Publisher,2000,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/256
Microsoft Publisher,2002,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-04-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,x-fmt/257
WordStar for MS-DOS Document,7.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/261
WordStar for Windows Document,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/262
ZIP Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/263
Tape Archive Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/265
GZIP Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/266
BZIP Compressed Archive,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/267
BZIP2 Compressed Archive,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/268
ZOO Compressed Archive,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/269
OS/2 Bitmap,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/270
Microsoft Word for MS-DOS Document,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/273
Microsoft Word for MS-DOS Document,4.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/274
Microsoft Word for MS-DOS Document,5.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/275
Microsoft Word for MS-DOS Document,5.5,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/276
Real Video,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/277
RealAudio,3,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,x-fmt/278
MPEG 1/2 Audio Layer 3 Streaming,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/279
Extensible Stylesheet Language,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/281
8-bit ANSI Text,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/282
8-bit ASCII Text,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/283
IBM DisplayWrite Final Form Text File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/284
IBM DisplayWrite Revisable Form Text File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/285
DEC Data Exchange File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/286
DEC WPS Plus Document,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/287
IBM DisplayWrite Document,2,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/288
IBM DisplayWrite Document,3,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/289
AMI Draw Vector Image,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2010-12-02 00:00:00.000,NULL,x-fmt/290
Hewlett Packard Graphics Language,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/293
Micrografx Draw,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/294
Micrografx Draw,4.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/295
Micrografx Designer,3.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/296
Paint Shop Pro Image,7,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/298
X-Windows Bitmap Image,X10,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,x-fmt/299
X-Windows Screen Dump File,X10,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,x-fmt/300
ACBM Graphics,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/301
Aldus Freehand Drawing,3,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/303
Aldus Freehand Drawing,4,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/304
Apple Sound,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/305
AutoSketch Drawing,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/306
Paradox Database Memo Field (Binary Large Object),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/307
Btrieve Database,5.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/308
ChiWriter Document,3,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/309
Corel Chart,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/310
dBASE Text Memo,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/311
DesignCAD Drawing,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/312
DesignCAD for Windows Drawing,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/313
Digital Terrain Elevation Data,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/314
Document Type Definition,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/315
Dr Halo Bitmap,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/316
ESRI Arc/View Project,2.x,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/317
Fractal Image,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/320
Framework Database,II,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/321
